BAP_buy_guns_desc;We are tactically inferior to the Zulu, but we have the advantage of the Scots and their weaponry. It's clear that they want a weak Zululand, and a weak Zululand is what we'll give them, if they accept our offer.;;;;;;;;;
BAP_mercenaries_title;Hire Scottish Mercenaries;;;;;;;;;
BAP_mercenaries_desc;The Scottish are more experienced with their guns than we are. It's a great, yet expensive idea to hire their mercenaries as generals.;;;;;;;;;
PROV3590;Maybole;;;;;;;;;;;;
PROV3591;Khub;;;;;;;;;;;; #Neamhnaid
PROV3592;Gqeberha;;;;;;;;;;;;
PROV3593;Drummond;;;;;;;;;;;;
PROV3594;Tylerville;;;;;;;;;;;;
PROV3595;eNyathini;;;;;;;;;;;;
PROV3596;!Hana;;;;;;;;;;;; #Crail
KHB;Khoehubaib;;;;;;;;;;;;
KHB_ADJ;Khoehubaib;;;;;;;;;;;;
ORA;The Republic of Drummond;;;;;;;;;;;;
ORA_ADJ;Drummonder;;;;;;;;;;;;
ORA_hms_government;The Duchy of Drummond;;;;;;;;;;;
ORA_absolute_monarchy;The Duchy of Drummond;;;;;;;;;;;;
ORA_prussian_constitutionalism;The Duchy of Drummond;;;;;;;;;;;;
ORA_conservative;Free Republicans;;;;;;;;;;;;
ORA_liberal;Whig Party;;;;;;;;;;;;
ORA_reactionary;Drummond Statists;;;;;;;;;;;;
ORA_radical;Agricultural Interest Party;;;;;;;;;;;;
ORA_socialist;Drummond Farmer's Front;;;;;;;;;;;;
ORA_communist;Red Drummonders;;;;;;;;;;;;
ORA_fascist;Scots'Party;;;;;;;;;;;;
ORA_conservative_2;Scottish Conservatives;;;;;;;;;;;;
ORA_conservative_3;Heidtoun Unionists;;;;;;;;;;;;
ENG_2091;Transgorits;;;;;;;;;;;;
ENG_3592;Qariega;;;;;;;;;;;;
